time(ms);dim;error
546.875000;718;0.000000
578.125000;719;0.000000
546.875000;720;0.000000
515.625000;721;0.000000
593.750000;722;0.000000
890.625000;723;0.000000
578.125000;724;0.000000
593.750000;725;0.000000
578.125000;726;0.000000
593.750000;727;0.000000
593.750000;728;0.000000
578.125000;729;0.000000
593.750000;730;0.000000
593.750000;731;0.000000
578.125000;732;0.000000
593.750000;733;0.000000
687.500000;734;0.000000
765.625000;735;0.000000
609.375000;736;0.000000
593.750000;737;0.000000
609.375000;738;0.000000
593.750000;739;0.000000
609.375000;740;0.000000
625.000000;741;0.000000
625.000000;742;0.000000
609.375000;743;0.000000
625.000000;744;0.000000
640.625000;745;0.000000
640.625000;746;0.000000
625.000000;747;0.000000
640.625000;748;0.000000
640.625000;749;0.000000
625.000000;750;0.000000
625.000000;751;0.000000
687.500000;752;0.000000
640.625000;753;0.000000
656.250000;754;0.000000
671.875000;755;0.000000
656.250000;756;0.000000
984.375000;757;0.000000
671.875000;758;0.000000
765.625000;759;0.000000
1031.250000;760;0.000000
671.875000;761;0.000000
656.250000;762;0.000000
671.875000;763;0.000000
687.500000;764;0.000000
671.875000;765;0.000000
687.500000;766;0.000000
671.875000;767;0.000000
671.875000;768;0.000000
718.750000;769;0.000000
671.875000;770;0.000000
718.750000;771;0.000000
718.750000;772;0.000000
687.500000;773;0.000000
781.250000;774;0.000000
703.125000;775;0.000000
718.750000;776;0.000000
703.125000;777;0.000000
843.750000;778;0.000000
703.125000;779;0.000000
718.750000;780;0.000000
734.375000;781;0.000000
718.750000;782;0.000000
750.000000;783;0.000000
718.750000;784;0.000000
1046.875000;785;0.000000
734.375000;786;0.000000
781.250000;787;0.000000
750.000000;788;0.000000
750.000000;789;0.000000
750.000000;790;0.000000
734.375000;791;0.000000
750.000000;792;0.000000
