time(ms);dim;error
359.375000;859;0.000000
359.375000;860;0.000000
359.375000;861;-0.000000
359.375000;862;-0.000000
375.000000;863;0.000000
375.000000;864;0.000000
359.375000;865;-0.000000
359.375000;866;-0.000000
375.000000;867;0.000000
375.000000;868;-0.000000
375.000000;869;-0.000000
359.375000;870;-0.000000
375.000000;871;-0.000000
375.000000;872;0.000000
375.000000;873;0.000000
375.000000;874;0.000000
375.000000;875;-0.000000
375.000000;876;0.000000
375.000000;877;0.000000
390.625000;878;0.000000
375.000000;879;0.000000
390.625000;880;-0.000000
375.000000;881;-0.000000
390.625000;882;0.000000
390.625000;883;-0.000000
390.625000;884;-0.000000
406.250000;885;0.000000
406.250000;886;0.000000
406.250000;887;-0.000000
390.625000;888;0.000000
390.625000;889;0.000000
406.250000;890;0.000000
406.250000;891;0.000000
406.250000;892;-0.000000
390.625000;893;0.000000
406.250000;894;0.000000
406.250000;895;0.000000
406.250000;896;-0.000000
406.250000;897;0.000000
406.250000;898;-0.000000
406.250000;899;-0.000000
406.250000;900;0.000000
421.875000;901;0.000000
421.875000;902;0.000000
421.875000;903;-0.000000
421.875000;904;-0.000000
421.875000;905;0.000000
406.250000;906;0.000000
421.875000;907;0.000000
421.875000;908;0.000000
437.500000;909;-0.000000
437.500000;910;0.000000
421.875000;911;-0.000000
421.875000;912;-0.000000
437.500000;913;-0.000000
421.875000;914;0.000000
437.500000;915;-0.000000
437.500000;916;0.000000
437.500000;917;-0.000000
437.500000;918;-0.000000
437.500000;919;0.000000
437.500000;920;-0.000000
453.125000;921;0.000000
453.125000;922;-0.000000
437.500000;923;-0.000000
453.125000;924;-0.000000
437.500000;925;-0.000000
453.125000;926;-0.000000
453.125000;927;0.000000
437.500000;928;0.000000
453.125000;929;0.000000
453.125000;930;0.000000
453.125000;931;-0.000000
453.125000;932;-0.000000
468.750000;933;0.000000
453.125000;934;-0.000000
453.125000;935;0.000000
468.750000;936;0.000000
468.750000;937;-0.000000
468.750000;938;0.000000
468.750000;939;0.000000
468.750000;940;-0.000000
468.750000;941;-0.000000
468.750000;942;0.000000
484.375000;943;-0.000000
468.750000;944;-0.000000
468.750000;945;0.000000
484.375000;946;-0.000000
468.750000;947;-0.000000
484.375000;948;0.000000
484.375000;949;-0.000000
484.375000;950;0.000000
484.375000;951;0.000000
484.375000;952;0.000000
500.000000;953;-0.000000
500.000000;954;-0.000000
484.375000;955;0.000000
500.000000;956;-0.000000
484.375000;957;-0.000000
515.625000;958;-0.000000
484.375000;959;0.000000
500.000000;960;0.000000
500.000000;961;-0.000000
500.000000;962;0.000000
500.000000;963;-0.000000
500.000000;964;-0.000000
515.625000;965;-0.000000
500.000000;966;0.000000
515.625000;967;0.000000
515.625000;968;-0.000000
515.625000;969;0.000000
500.000000;970;0.000000
531.250000;971;0.000000
531.250000;972;0.000000
531.250000;973;-0.000000
531.250000;974;0.000000
531.250000;975;-0.000000
515.625000;976;0.000000
515.625000;977;0.000000
546.875000;978;-0.000000
531.250000;979;-0.000000
531.250000;980;-0.000000
531.250000;981;0.000000
531.250000;982;-0.000000
531.250000;983;-0.000000
546.875000;984;-0.000000
531.250000;985;-0.000000
531.250000;986;0.000000
546.875000;987;-0.000000
546.875000;988;-0.000000
546.875000;989;0.000000
546.875000;990;0.000000
546.875000;991;0.000000
562.500000;992;-0.000000
546.875000;993;-0.000000
562.500000;994;0.000000
546.875000;995;0.000000
562.500000;996;0.000000
562.500000;997;-0.000000
562.500000;998;0.000000
562.500000;999;0.000000
